Session_ID,Date,Course,Instructor,Modality,Day,Start_Time,End_Time,Branch,Capacity,Students_Enrolled,Attendance_Rate,Cancelations,Price_USD,Revenue_USD
1067,2024-02-06,Tango,Carla,Presencial,Tuesday,20:00,21:30,Sur,25,18,0.92,1,12,199.3
1068,2024-02-06,Hip-Hop,Diego,Presencial,Tuesday,17:00,18:30,Norte,25,22,0.91,2,9,180.87
1069,2024-02-06,Salsa,Marcos,Presencial,Tuesday,19:00,20:30,Norte,25,18,0.9,1,10,161.58
1070,2024-02-07,Contemporáneo,Valeria,Virtual,Wednesday,17:00,18:30,Centro,30,22,0.88,2,9,174.15
1071,2024-02-07,Bachata,Lucía,Virtual,Wednesday,19:00,20:30,Sur,30,22,0.86,2,10,190.06
1072,2024-02-07,Tango,Carla,Presencial,Wednesday,12:00,13:30,Norte,25,18,0.89,2,12,192.28
1073,2024-02-08,Contemporáneo,Valeria,Presencial,Thursday,18:00,19:30,Sur,25,24,0.86,3,9,184.92
1074,2024-02-09,Bachata,Lucía,Presencial,Friday,12:00,13:30,Centro,25,18,0.96,1,10,172.53
1075,2024-02-09,Tango,Carla,Presencial,Friday,12:00,13:30,Centro,25,21,0.87,2,12,218.12
1076,2024-02-09,Salsa,Marcos,Presencial,Friday,17:00,18:30,Sur,25,25,0.96,1,10,239.64
1077,2024-02-10,Contemporáneo,Valeria,Presencial,Saturday,13:30,15:00,Centro,25,22,0.9,2,9,178.77
1078,2024-02-10,Tango,Carla,Virtual,Saturday,12:00,13:30,Norte,30,25,0.88,2,12,264.19
1079,2024-02-12,Salsa,Marcos,Presencial,Monday,18:00,19:30,Norte,25,25,0.97,1,10,241.99
1080,2024-02-12,Tango,Carla,Presencial,Monday,17:00,18:30,Centro,25,19,0.93,1,12,211.77
1081,2024-02-12,Bachata,Lucía,Presencial,Monday,18:00,19:30,Centro,25,16,0.85,2,10,136.59
1082,2024-02-13,Contemporáneo,Valeria,Virtual,Tuesday,20:00,21:30,Sur,30,25,0.97,0,9,219.11
1083,2024-02-13,Salsa,Marcos,Virtual,Tuesday,17:00,18:30,Sur,30,27,0.99,0,10,268.33
1084,2024-02-13,Hip-Hop,Diego,Virtual,Tuesday,12:00,13:30,Centro,30,28,0.9,3,9,225.93
1085,2024-02-14,Bachata,Lucía,Presencial,Wednesday,20:00,21:30,Centro,25,21,0.94,1,10,197.8
1086,2024-02-14,Contemporáneo,Valeria,Presencial,Wednesday,12:00,13:30,Sur,25,21,0.9,2,9,169.18
1087,2024-02-15,Bachata,Lucía,Virtual,Thursday,12:00,13:30,Sur,30,23,0.8,3,10,184.01
1088,2024-02-15,Tango,Carla,Presencial,Thursday,12:00,13:30,Centro,25,21,0.82,3,12,207.59
1089,2024-02-16,Hip-Hop,Diego,Virtual,Friday,18:00,19:30,Sur,30,30,0.93,2,9,249.96
1090,2024-02-17,Contemporáneo,Valeria,Presencial,Saturday,17:00,18:30,Centro,25,22,0.93,1,9,183.86
1091,2024-02-17,Bachata,Lucía,Virtual,Saturday,13:30,15:00,Centro,30,30,0.92,2,10,277.17
1092,2024-02-19,Hip-Hop,Diego,Presencial,Monday,19:00,20:30,Sur,25,17,0.99,0,9,151.81
1093,2024-02-20,Hip-Hop,Diego,Presencial,Tuesday,17:00,18:30,Sur,25,20,0.99,0,9,177.61
1094,2024-02-20,Contemporáneo,Valeria,Virtual,Tuesday,18:00,19:30,Sur,30,19,0.88,2,9,150.01
1095,2024-02-21,Bachata,Lucía,Presencial,Wednesday,19:00,20:30,Centro,25,18,0.91,1,10,164.43
1096,2024-02-21,Salsa,Marcos,Presencial,Wednesday,17:00,18:30,Sur,25,19,0.94,1,10,179.43
1097,2024-02-22,Contemporáneo,Valeria,Virtual,Thursday,12:00,13:30,Centro,30,23,0.86,2,9,177.24
1098,2024-02-22,Bachata,Lucía,Presencial,Thursday,18:00,19:30,Centro,25,21,0.83,2,10,173.93
1099,2024-02-23,Salsa,Marcos,Virtual,Friday,17:00,18:30,Sur,30,26,0.93,2,10,241.98
1100,2024-02-23,Contemporáneo,Valeria,Presencial,Friday,18:00,19:30,Centro,25,25,0.85,3,9,191.02
1101,2024-02-24,Salsa,Marcos,Presencial,Saturday,12:00,13:30,Centro,25,25,0.9,2,10,226.12
1102,2024-02-26,Tango,Carla,Presencial,Monday,12:00,13:30,Norte,25,21,0.83,3,12,209.31
1103,2024-02-26,Salsa,Marcos,Presencial,Monday,18:00,19:30,Centro,25,22,0.87,2,10,191.89
1104,2024-02-27,Tango,Carla,Presencial,Tuesday,18:00,19:30,Sur,25,17,0.83,2,12,168.49
1105,2024-02-27,Hip-Hop,Diego,Presencial,Tuesday,12:00,13:30,Centro,25,24,0.95,1,9,205.78
1106,2024-02-28,Bachata,Lucía,Presencial,Wednesday,18:00,19:30,Centro,25,20,0.96,1,10,191.82
1107,2024-02-28,Hip-Hop,Diego,Presencial,Wednesday,20:00,21:30,Sur,25,24,1.0,0,9,216.0
1108,2024-02-29,Hip-Hop,Diego,Presencial,Thursday,17:00,18:30,Centro,25,20,0.9,1,9,161.22
1109,2024-02-29,Bachata,Lucía,Presencial,Thursday,17:00,18:30,Centro,25,15,0.91,1,10,137.13
1110,2024-03-01,Hip-Hop,Diego,Virtual,Friday,20:00,21:30,Centro,30,28,0.93,1,9,235.29
1111,2024-03-01,Tango,Carla,Virtual,Friday,20:00,21:30,Centro,30,24,0.92,2,12,264.26
1112,2024-03-02,Hip-Hop,Diego,Presencial,Saturday,17:00,18:30,Centro,25,22,0.83,3,9,164.29
1113,2024-03-02,Salsa,Marcos,Presencial,Saturday,17:00,18:30,Centro,25,20,0.96,1,10,191.98
1114,2024-03-02,Tango,Carla,Presencial,Saturday,12:00,13:30,Centro,25,19,0.88,2,12,201.18
1115,2024-03-04,Salsa,Marcos,Virtual,Monday,20:00,21:30,Norte,30,28,0.89,2,10,249.52
1116,2024-03-05,Tango,Carla,Presencial,Tuesday,18:00,19:30,Sur,25,13,0.84,2,12,131.06
1117,2024-03-05,Salsa,Marcos,Virtual,Tuesday,18:00,19:30,Centro,30,26,0.92,1,10,240.36
1118,2024-03-05,Hip-Hop,Diego,Virtual,Tuesday,12:00,13:30,Sur,30,27,0.93,1,9,226.65
1119,2024-03-06,Hip-Hop,Diego,Presencial,Wednesday,18:00,19:30,Norte,25,22,0.9,2,9,177.99
1120,2024-03-07,Hip-Hop,Diego,Virtual,Thursday,19:00,20:30,Centro,30,28,0.9,2,9,226.7
1121,2024-03-07,Bachata,Lucía,Presencial,Thursday,20:00,21:30,Centro,25,24,0.84,3,10,201.08
1122,2024-03-08,Bachata,Lucía,Presencial,Friday,12:00,13:30,Centro,25,25,0.88,2,10,221.2
1123,2024-03-08,Salsa,Marcos,Virtual,Friday,17:00,18:30,Sur,30,24,0.98,0,10,234.53
1124,2024-03-08,Contemporáneo,Valeria,Presencial,Friday,17:00,18:30,Centro,25,25,0.88,3,9,198.92
1125,2024-03-09,Contemporáneo,Valeria,Presencial,Saturday,12:00,13:30,Centro,25,25,0.9,2,9,202.52
1126,2024-03-09,Salsa,Marcos,Virtual,Saturday,12:00,13:30,Centro,30,27,0.87,3,10,235.19
1127,2024-03-11,Bachata,Lucía,Virtual,Monday,20:00,21:30,Norte,30,26,0.95,1,10,246.42
1128,2024-03-12,Hip-Hop,Diego,Presencial,Tuesday,18:00,19:30,Sur,25,17,0.99,0,9,152.2
1129,2024-03-12,Contemporáneo,Valeria,Presencial,Tuesday,20:00,21:30,Centro,25,21,1.0,0,9,189.0
1130,2024-03-13,Salsa,Marcos,Virtual,Wednesday,17:00,18:30,Norte,30,30,0.95,1,10,284.85
1131,2024-03-13,Bachata,Lucía,Presencial,Wednesday,20:00,21:30,Norte,25,25,0.95,1,10,236.82
1132,2024-03-13,Hip-Hop,Diego,Virtual,Wednesday,19:00,20:30,Sur,30,24,0.96,1,9,207.16
1133,2024-03-14,Hip-Hop,Diego,Presencial,Thursday,12:00,13:30,Centro,25,25,0.95,1,9,212.89
1134,2024-03-14,Tango,Carla,Presencial,Thursday,20:00,21:30,Sur,25,16,0.8,3,12,153.07
1135,2024-03-14,Bachata,Lucía,Presencial,Thursday,18:00,19:30,Centro,25,24,0.84,3,10,201.38
1136,2024-03-15,Bachata,Lucía,Presencial,Friday,18:00,19:30,Sur,25,23,0.81,3,10,187.23
1137,2024-03-15,Tango,Carla,Presencial,Friday,17:00,18:30,Norte,25,25,0.94,1,12,280.9
1138,2024-03-16,Contemporáneo,Valeria,Virtual,Saturday,17:00,18:30,Sur,30,25,0.82,3,9,185.55
1139,2024-03-18,Contemporáneo,Valeria,Presencial,Monday,19:00,20:30,Sur,25,21,0.88,2,9,166.09
1140,2024-03-18,Salsa,Marcos,Presencial,Monday,17:00,18:30,Sur,25,25,0.86,2,10,216.16
1141,2024-03-19,Salsa,Marcos,Presencial,Tuesday,12:00,13:30,Centro,25,17,0.86,2,10,145.85
1142,2024-03-19,Hip-Hop,Diego,Presencial,Tuesday,12:00,13:30,Centro,25,18,0.88,2,9,142.74
1143,2024-03-20,Bachata,Lucía,Presencial,Wednesday,17:00,18:30,Centro,25,23,0.94,1,10,217.02
1144,2024-03-21,Contemporáneo,Valeria,Virtual,Thursday,17:00,18:30,Centro,30,22,0.9,2,9,179.08
1145,2024-03-22,Bachata,Lucía,Presencial,Friday,17:00,18:30,Centro,25,25,0.9,2,10,225.55
1146,2024-03-23,Contemporáneo,Valeria,Presencial,Saturday,17:00,18:30,Centro,25,24,0.86,2,9,186.74
1147,2024-03-23,Salsa,Marcos,Presencial,Saturday,12:00,13:30,Sur,25,20,1.0,0,10,200.0
1148,2024-03-25,Hip-Hop,Diego,Presencial,Monday,12:00,13:30,Norte,25,25,0.83,3,9,187.28
1149,2024-03-25,Salsa,Marcos,Presencial,Monday,18:00,19:30,Sur,25,17,1.0,0,10,170.0
1150,2024-03-26,Contemporáneo,Valeria,Presencial,Tuesday,17:00,18:30,Sur,25,21,0.94,1,9,176.75
1151,2024-03-26,Salsa,Marcos,Presencial,Tuesday,20:00,21:30,Centro,25,25,0.95,1,10,238.4
1152,2024-03-26,Tango,Carla,Virtual,Tuesday,12:00,13:30,Centro,30,22,0.9,2,12,236.91
1153,2024-03-27,Contemporáneo,Valeria,Virtual,Wednesday,12:00,13:30,Norte,30,24,0.83,3,9,179.51
1154,2024-03-28,Tango,Carla,Virtual,Thursday,18:00,19:30,Norte,30,22,0.93,1,12,245.29
1155,2024-03-28,Contemporáneo,Valeria,Presencial,Thursday,19:00,20:30,Norte,25,20,0.92,1,9,165.66
1156,2024-03-29,Bachata,Lucía,Presencial,Friday,19:00,20:30,Centro,25,22,0.89,2,10,195.78
1157,2024-03-30,Hip-Hop,Diego,Presencial,Saturday,17:00,18:30,Norte,25,25,0.88,2,9,197.06
1158,2024-03-30,Bachata,Lucía,Presencial,Saturday,17:00,18:30,Centro,25,24,0.89,2,10,213.42
1159,2024-04-01,Tango,Carla,Presencial,Monday,20:00,21:30,Norte,25,18,0.89,2,12,191.4
1160,2024-04-02,Tango,Carla,Virtual,Tuesday,17:00,18:30,Centro,30,22,0.97,1,12,255.69
1161,2024-04-02,Salsa,Marcos,Presencial,Tuesday,20:00,21:30,Centro,25,23,0.95,1,10,217.72
1162,2024-04-03,Contemporáneo,Valeria,Presencial,Wednesday,17:00,18:30,Sur,25,17,0.87,2,9,132.91
1163,2024-04-03,Salsa,Marcos,Virtual,Wednesday,12:00,13:30,Sur,30,27,0.97,1,10,262.99
1164,2024-04-04,Bachata,Lucía,Presencial,Thursday,12:00,13:30,Norte,25,22,0.89,2,10,195.88
1165,2024-04-05,Tango,Carla,Presencial,Friday,17:00,18:30,Sur,25,18,0.93,1,12,201.45
1166,2024-04-05,Bachata,Lucía,Virtual,Friday,18:00,19:30,Centro,30,29,0.88,3,10,254.03
1167,2024-04-05,Hip-Hop,Diego,Virtual,Friday,19:00,20:30,Centro,30,27,0.9,2,9,217.94
1168,2024-04-06,Tango,Carla,Virtual,Saturday,12:00,13:30,Centro,30,27,0.84,3,12,270.63
1169,2024-04-08,Hip-Hop,Diego,Virtual,Monday,12:00,13:30,Norte,30,27,0.85,4,9,205.51
1170,2024-04-08,Tango,Carla,Presencial,Monday,12:00,13:30,Sur,25,21,0.88,2,12,222.35
1171,2024-04-09,Salsa,Marcos,Virtual,Tuesday,17:00,18:30,Sur,30,24,0.8,4,10,190.98
1172,2024-04-09,Tango,Carla,Virtual,Tuesday,18:00,19:30,Norte,30,21,0.95,1,12,240.07
1173,2024-04-10,Tango,Carla,Presencial,Wednesday,17:00,18:30,Centro,25,16,0.83,2,12,160.14
1174,2024-04-11,Salsa,Marcos,Presencial,Thursday,12:00,13:30,Norte,25,22,0.93,1,10,204.98
1175,2024-04-12,Bachata,Lucía,Virtual,Friday,19:00,20:30,Centro,30,29,0.87,4,10,252.1
1176,2024-04-13,Tango,Carla,Presencial,Saturday,17:00,18:30,Norte,25,21,0.9,2,12,227.96
1177,2024-04-13,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Sur,25,22,0.85,2,10,187.01
1178,2024-04-15,Bachata,Lucía,Presencial,Monday,12:00,13:30,Norte,25,20,0.82,3,10,164.26
1179,2024-04-15,Tango,Carla,Presencial,Monday,20:00,21:30,Norte,25,18,0.91,1,12,196.92
1180,2024-04-16,Tango,Carla,Presencial,Tuesday,17:00,18:30,Sur,25,17,0.86,2,12,175.57
1181,2024-04-16,Salsa,Marcos,Virtual,Tuesday,20:00,21:30,Centro,30,27,0.97,1,10,263.03
1182,2024-04-17,Tango,Carla,Presencial,Wednesday,17:00,18:30,Centro,25,21,0.83,3,12,209.78
1183,2024-04-17,Salsa,Marcos,Presencial,Wednesday,19:00,20:30,Centro,25,21,0.93,1,10,195.55
1184,2024-04-18,Bachata,Lucía,Presencial,Thursday,18:00,19:30,Norte,25,20,0.93,1,10,186.44
1185,2024-04-18,Tango,Carla,Presencial,Thursday,20:00,21:30,Sur,25,20,0.9,2,12,214.87
1186,2024-04-19,Contemporáneo,Valeria,Virtual,Friday,17:00,18:30,Norte,30,27,0.92,2,9,224.26
1187,2024-04-19,Hip-Hop,Diego,Virtual,Friday,17:00,18:30,Norte,30,27,0.93,1,9,225.34
1188,2024-04-19,Tango,Carla,Presencial,Friday,17:00,18:30,Centro,25,22,0.9,2,12,237.61
1189,2024-04-20,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Norte,25,23,0.88,2,10,203.43
1190,2024-04-20,Salsa,Marcos,Presencial,Saturday,17:00,18:30,Norte,25,23,0.93,1,10,214.12
1191,2024-04-22,Contemporáneo,Valeria,Presencial,Monday,18:00,19:30,Sur,25,22,0.89,2,9,176.09
1192,2024-04-22,Bachata,Lucía,Virtual,Monday,17:00,18:30,Centro,30,24,0.86,3,10,206.34
1193,2024-04-22,Hip-Hop,Diego,Presencial,Monday,19:00,20:30,Sur,25,24,0.84,2,9,182.27
1194,2024-04-23,Tango,Carla,Virtual,Tuesday,18:00,19:30,Centro,30,20,0.9,2,12,215.73
1195,2024-04-23,Salsa,Marcos,Presencial,Tuesday,18:00,19:30,Norte,25,22,0.82,4,10,180.01
1196,2024-04-23,Bachata,Lucía,Presencial,Tuesday,17:00,18:30,Sur,25,17,0.77,3,10,130.91
1197,2024-04-24,Tango,Carla,Presencial,Wednesday,12:00,13:30,Centro,25,20,0.85,3,12,204.43
1198,2024-04-24,Hip-Hop,Diego,Virtual,Wednesday,18:00,19:30,Centro,30,24,0.86,3,9,186.33
1199,2024-04-25,Bachata,Lucía,Presencial,Thursday,18:00,19:30,Centro,25,23,0.87,2,10,200.02
1200,2024-04-25,Contemporáneo,Valeria,Presencial,Thursday,20:00,21:30,Centro,25,18,0.95,1,9,154.25
1201,2024-04-26,Salsa,Marcos,Presencial,Friday,19:00,20:30,Sur,25,25,0.94,1,10,235.71
1202,2024-04-26,Bachata,Lucía,Virtual,Friday,20:00,21:30,Sur,30,24,0.9,2,10,215.08
1203,2024-04-26,Tango,Carla,Presencial,Friday,18:00,19:30,Centro,25,21,0.95,1,12,239.91
1204,2024-04-27,Tango,Carla,Presencial,Saturday,17:00,18:30,Norte,25,21,0.81,3,12,203.73
1205,2024-04-27,Bachata,Lucía,Presencial,Saturday,12:00,13:30,Centro,25,22,0.93,1,10,204.55
1206,2024-04-29,Hip-Hop,Diego,Presencial,Monday,17:00,18:30,Norte,25,25,0.9,2,9,201.42
1207,2024-04-30,Hip-Hop,Diego,Virtual,Tuesday,20:00,21:30,Centro,30,25,0.89,2,9,200.58
1208,2024-04-30,Bachata,Lucía,Virtual,Tuesday,19:00,20:30,Norte,30,24,0.82,4,10,197.3
1209,2024-04-30,Salsa,Marcos,Presencial,Tuesday,19:00,20:30,Centro,25,20,0.92,1,10,184.38
1210,2024-05-01,Bachata,Lucía,Presencial,Wednesday,18:00,19:30,Sur,25,21,0.83,3,10,173.64
1211,2024-05-02,Salsa,Marcos,Presencial,Thursday,18:00,19:30,Centro,25,23,0.88,2,10,202.42
1212,2024-05-03,Hip-Hop,Diego,Presencial,Friday,17:00,18:30,Norte,25,25,0.94,1,9,211.03
1213,2024-05-03,Tango,Carla,Virtual,Friday,19:00,20:30,Sur,30,27,0.85,3,12,276.45
1214,2024-05-03,Bachata,Lucía,Presencial,Friday,19:00,20:30,Norte,25,23,0.95,1,10,217.55
1215,2024-05-04,Contemporáneo,Valeria,Presencial,Saturday,17:00,18:30,Norte,25,20,0.85,3,9,153.64
1216,2024-05-04,Hip-Hop,Diego,Presencial,Saturday,17:00,18:30,Sur,25,25,0.94,1,9,211.91
1217,2024-05-06,Tango,Carla,Virtual,Monday,19:00,20:30,Centro,30,23,0.83,2,12,228.77
1218,2024-05-06,Salsa,Marcos,Presencial,Monday,18:00,19:30,Norte,25,25,0.91,2,10,228.62
1219,2024-05-06,Hip-Hop,Diego,Presencial,Monday,12:00,13:30,Centro,25,18,0.85,3,9,137.18
1220,2024-05-07,Tango,Carla,Presencial,Tuesday,12:00,13:30,Sur,25,23,0.86,3,12,236.55
1221,2024-05-07,Salsa,Marcos,Virtual,Tuesday,20:00,21:30,Sur,30,21,0.89,2,10,187.19
1222,2024-05-07,Hip-Hop,Diego,Presencial,Tuesday,19:00,20:30,Centro,25,25,0.99,0,9,222.53
1223,2024-05-08,Tango,Carla,Virtual,Wednesday,12:00,13:30,Centro,30,20,0.85,3,12,203.14
1224,2024-05-08,Hip-Hop,Diego,Virtual,Wednesday,12:00,13:30,Centro,30,20,0.92,2,9,165.15
1225,2024-05-09,Salsa,Marcos,Presencial,Thursday,12:00,13:30,Sur,25,19,0.94,1,10,177.83
1226,2024-05-09,Hip-Hop,Diego,Presencial,Thursday,18:00,19:30,Centro,25,18,0.98,0,9,158.44
1227,2024-05-10,Tango,Carla,Presencial,Friday,20:00,21:30,Sur,25,21,0.82,3,12,205.59
1228,2024-05-10,Salsa,Marcos,Presencial,Friday,17:00,18:30,Centro,25,25,0.85,3,10,212.6
1229,2024-05-10,Contemporáneo,Valeria,Presencial,Friday,12:00,13:30,Sur,25,22,0.98,0,9,194.8
1230,2024-05-11,Contemporáneo,Valeria,Virtual,Saturday,13:30,15:00,Centro,30,25,0.87,2,9,195.79
1231,2024-05-11,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Centro,25,23,0.83,4,10,190.5
1232,2024-05-13,Salsa,Marcos,Presencial,Monday,12:00,13:30,Centro,25,22,0.94,1,10,207.38
1233,2024-05-13,Tango,Carla,Presencial,Monday,19:00,20:30,Centro,25,24,0.87,2,12,251.43
1234,2024-05-14,Salsa,Marcos,Virtual,Tuesday,12:00,13:30,Centro,30,27,0.87,4,10,234.18
1235,2024-05-14,Tango,Carla,Virtual,Tuesday,19:00,20:30,Norte,30,24,0.87,2,12,251.08
1236,2024-05-15,Hip-Hop,Diego,Virtual,Wednesday,19:00,20:30,Sur,30,25,1.0,0,9,225.0
