campaign_id,visit_ts,is_convertion,uuid_user
5,2025-02-16 00:15:36,0,
4,2025-02-16 00:16:02,0,
4,2025-02-16 00:16:09,0,
2,2025-02-16 00:16:23,0,
4,2025-02-16 00:17:09,1,07691fc4-6eb3-554a-8903-b4b8784b5cb3
1,2025-02-16 00:17:23,0,
2,2025-02-16 00:18:06,1,2809aae9-39d8-534f-96f9-8304aa3ed67c
2,2025-02-16 00:18:53,0,
5,2025-02-16 00:19:42,0,
1,2025-02-16 00:20:03,0,
2,2025-02-16 00:20:25,1,3d1ffaf9-7276-5195-bb17-02019ae30ca2
4,2025-02-16 00:20:36,1,90f0a19d-47ba-56e8-bd69-5b7caf7dbe6e
1,2025-02-16 00:20:50,0,
2,2025-02-16 00:20:57,0,
5,2025-02-16 00:21:32,0,
2,2025-02-16 00:22:06,0,
1,2025-02-16 00:22:09,0,
2,2025-02-16 00:22:13,0,
3,2025-02-16 00:22:48,1,c61853a8-8690-5f1e-aff5-978ec61949b4
1,2025-02-16 00:23:10,0,
4,2025-02-16 00:23:12,1,184e6dcb-1c08-5708-ad2b-2cf949245d95
1,2025-02-16 00:23:52,0,
5,2025-02-16 00:24:08,0,
3,2025-02-16 00:24:11,0,
4,2025-02-16 00:24:42,1,7edea6b2-6ef7-55fd-8d73-e34040c604ea
5,2025-02-16 00:26:24,0,
2,2025-02-16 00:26:46,1,7909f5fb-aa2b-53c9-8ed1-ec7d85c6831c
2,2025-02-16 00:27:15,0,
5,2025-02-16 00:27:26,0,
1,2025-02-16 00:27:35,0,
1,2025-02-16 00:27:38,0,
3,2025-02-16 00:28:33,1,9be4495a-ce44-5fca-ab0c-fd2928f0ac28
3,2025-02-16 00:28:37,1,11d83049-1142-5fe6-82a3-6aa2d7589eab
3,2025-02-16 00:29:02,0,
5,2025-02-16 00:29:06,0,
2,2025-02-16 00:29:26,0,
2,2025-02-16 00:29:31,0,
1,2025-02-16 00:29:52,1,2fd0a02e-a1ce-56b3-8e11-5e93dcc1a578
1,2025-02-16 00:30:19,0,
4,2025-02-16 00:30:27,0,
4,2025-02-16 00:31:06,0,
4,2025-02-16 00:31:18,1,a177d771-121d-59bc-ae44-97a46cfaff18
1,2025-02-16 00:31:42,0,
2,2025-02-16 00:32:12,0,
2,2025-02-16 00:33:01,1,5adf8bd8-cf73-5832-a955-427ca3a54ad9
2,2025-02-16 00:33:19,0,
4,2025-02-16 00:33:28,0,
4,2025-02-16 00:33:49,1,818c21d1-ea80-5a79-b5b2-e49f6de2c5c2
2,2025-02-16 00:34:16,0,
5,2025-02-16 00:34:25,0,
1,2025-02-16 00:35:05,1,f3fd07bb-bcce-5221-acfc-9c4b47bfb503
4,2025-02-16 00:35:14,1,3c72fe55-80f1-57ce-9e8a-18acc577dcd4
1,2025-02-16 00:35:22,0,
1,2025-02-16 00:35:52,0,
2,2025-02-16 00:36:22,0,
4,2025-02-16 00:36:27,0,
5,2025-02-16 00:38:15,0,
2,2025-02-16 00:38:23,0,
3,2025-02-16 00:38:29,0,
5,2025-02-16 00:38:37,0,
1,2025-02-16 00:39:19,1,bf28724e-6874-5301-bb45-9cc1c3a83264
5,2025-02-16 00:39:37,0,
1,2025-02-16 00:39:51,0,
4,2025-02-16 00:40:45,1,0a19ab5b-d796-57d5-bc49-7a1ce3e3696d
4,2025-02-16 00:41:25,0,
1,2025-02-16 00:42:04,1,d42a10d7-70f3-563e-acd1-48f1259cc594
1,2025-02-16 00:42:18,0,
2,2025-02-16 00:42:36,0,
5,2025-02-16 00:43:02,0,
5,2025-02-16 00:43:06,1,b15062bf-5595-561e-b42f-81fade8a83bf
5,2025-02-16 00:43:17,0,
2,2025-02-16 00:43:56,1,144c2f8a-53ee-5cc3-aa15-ffaeb87bf10b
5,2025-02-16 00:44:05,1,2cb9e4ff-7cde-5dbe-b647-78a920d83418
2,2025-02-16 00:44:11,1,ad88c06f-6ee6-54e6-b401-d877acc38687
3,2025-02-16 00:44:42,1,2dc29ad4-1b66-54a8-b390-ecf6e3306e7e
4,2025-02-16 00:44:49,1,50716209-c1ca-5d45-8075-75148a89db77
2,2025-02-16 00:44:54,0,
5,2025-02-16 00:45:05,0,
2,2025-02-16 00:45:19,0,
5,2025-02-16 00:45:40,1,1caf49c4-568a-57ac-abf9-122a84576cda
1,2025-02-16 00:45:44,1,1b82e80d-8d17-5c36-93ac-82dde0a249cc
5,2025-02-16 00:46:14,1,cb371a13-5218-549a-ad87-8d16666618d1
1,2025-02-16 00:46:33,0,
4,2025-02-16 00:46:48,1,fc346523-4df3-52c2-bba5-15ed9fff57d9
1,2025-02-16 00:47:04,0,
1,2025-02-16 00:47:08,0,
4,2025-02-16 00:47:18,0,
4,2025-02-16 00:47:23,1,7ea3751b-7e29-5501-924f-ff71a3168baf
5,2025-02-16 00:47:27,1,cd3687b3-34a4-5196-b77e-064924cedaed
5,2025-02-16 00:47:44,0,
5,2025-02-16 00:47:52,0,
4,2025-02-16 00:47:54,0,
3,2025-02-16 00:48:02,0,
3,2025-02-16 00:48:56,1,c0862b4e-2ebf-58dc-be8a-fdcf13cff376
4,2025-02-16 00:49:06,1,eb03f35a-9259-5d04-8f96-ac71eaab33a9
5,2025-02-16 00:49:26,0,
3,2025-02-16 00:49:34,0,
5,2025-02-16 00:49:45,0,
5,2025-02-16 00:50:08,1,295a3ee5-fd80-5e9d-8ee5-075d8905f53e
5,2025-02-16 00:50:09,0,
4,2025-02-16 00:50:26,0,
4,2025-02-16 00:50:59,1,52b3ff1c-e45b-5ab6-8c2a-64a37ca79faf
1,2025-02-16 00:51:15,0,
5,2025-02-16 00:51:16,1,dd198ec4-4453-5373-a068-fbe724b25bb6
3,2025-02-16 00:51:31,0,
2,2025-02-16 00:51:42,0,
4,2025-02-16 00:51:44,1,5cfb9074-fdb6-5a65-9c01-ffd905e12f7c
2,2025-02-16 00:52:46,1,f26ea0a4-2ec1-5603-bab2-9bbd419c0ffa
4,2025-02-16 00:52:56,0,
4,2025-02-16 00:53:02,0,
1,2025-02-16 00:53:02,0,
3,2025-02-16 00:53:59,0,
4,2025-02-16 00:54:22,0,
2,2025-02-16 00:54:22,0,
3,2025-02-16 00:54:25,0,
2,2025-02-16 00:54:32,0,
1,2025-02-16 00:55:00,0,
2,2025-02-16 00:55:11,0,
3,2025-02-16 00:55:23,1,dea161e3-ee97-5f86-8678-dc8a0678c578
2,2025-02-16 00:55:38,1,7de71720-cf90-5a9f-866b-fb78e19cbbf8
2,2025-02-16 00:56:05,1,74502fc6-5a57-5b5e-ab4b-ee7fbc92e1c0
1,2025-02-16 00:56:10,1,3fa31b52-0810-5943-9d35-6476cf9db35a
4,2025-02-16 00:56:26,1,27ffb4c6-c941-59e0-82d8-215920348de7
3,2025-02-16 00:56:30,1,597e184b-2319-5ff2-99a1-6efbc30caf6f
2,2025-02-16 00:56:53,0,
3,2025-02-16 00:56:56,0,
3,2025-02-16 00:57:16,0,
3,2025-02-16 00:57:16,1,599051c9-afae-555c-803c-c4800da20f94
4,2025-02-16 00:57:43,0,
5,2025-02-16 00:58:31,0,
4,2025-02-16 00:59:07,1,ed97a53a-12ca-53f9-ac1a-e6b87382a7c8
2,2025-02-16 00:59:22,0,
4,2025-02-16 00:59:34,0,
3,2025-02-16 00:59:52,0,
2,2025-02-16 01:00:02,1,ae6dc584-a70c-5968-b4da-ac8dd515e446
4,2025-02-16 01:00:03,0,
3,2025-02-16 01:00:21,1,a68ca5af-2350-581b-9476-f8c2e85b17c7
3,2025-02-16 01:01:09,0,
2,2025-02-16 01:01:58,1,2b4086e1-0796-5716-9ba5-3a6b510b0288
1,2025-02-16 01:02:30,0,
1,2025-02-16 01:03:13,1,ec1449ec-b187-52e3-a8d6-ce82bca66872
4,2025-02-16 01:03:48,0,
5,2025-02-16 01:03:51,1,ae6d35cc-7b41-53a6-8ea3-9ff4cdbac24d
4,2025-02-16 01:04:17,0,
2,2025-02-16 01:04:23,1,84e4ffd1-6995-5c66-be52-a99a7d524089
4,2025-02-16 01:05:31,0,
1,2025-02-16 01:06:35,0,
1,2025-02-16 01:06:43,0,
2,2025-02-16 01:06:56,1,57717b4e-38e0-579e-b40e-26d1ead78e1c
1,2025-02-16 01:07:15,1,b8343a45-5aaf-5dbb-8796-6ce70c45a210
4,2025-02-16 01:07:33,0,
5,2025-02-16 01:08:37,0,
1,2025-02-16 01:08:46,1,30641e26-4543-5b24-8018-537783c153a1
2,2025-02-16 01:08:47,1,408dc875-ee1b-5869-bd02-d84359bcca1e
5,2025-02-16 01:08:54,0,
4,2025-02-16 01:09:30,1,67aac727-11eb-52bc-8945-0e96c958dfdf
1,2025-02-16 01:09:33,0,
4,2025-02-16 01:10:59,0,
2,2025-02-16 01:11:01,0,
5,2025-02-16 01:12:30,0,
1,2025-02-16 01:13:14,0,
4,2025-02-16 01:13:40,0,
2,2025-02-16 01:13:40,1,79e3fb24-e4da-5785-8cb6-558e75bdabb3
2,2025-02-16 01:14:06,0,
4,2025-02-16 01:14:08,1,9b6714fd-2730-5327-b15c-17b9241520a7
1,2025-02-16 01:15:01,1,d2054af8-db53-552b-8139-22b29f33fd7c
4,2025-02-16 01:15:08,0,
4,2025-02-16 01:15:14,0,
1,2025-02-16 01:15:18,1,123d15b8-ab1d-5274-8521-e4abad76181d
5,2025-02-16 01:15:29,0,
1,2025-02-16 01:15:30,0,
1,2025-02-16 01:15:44,0,
1,2025-02-16 01:15:44,1,c45c9354-3d11-5249-8662-bab34c47a407
1,2025-02-16 01:15:52,0,
3,2025-02-16 01:16:12,1,b7de0a5e-e34c-55b3-a31c-9772ba90ac37
4,2025-02-16 01:16:17,0,
4,2025-02-16 01:16:31,1,db5d345e-18bb-5478-99f1-fe9aa66512e1
3,2025-02-16 01:16:34,1,0cabf9b7-ded9-531e-9fa8-1417a552b037
2,2025-02-16 01:17:32,0,
1,2025-02-16 01:18:46,1,2eb2444d-c2d8-5a61-a5b2-6357de82f22e
1,2025-02-16 01:18:52,1,e2868073-18cf-529d-8bba-f000ce73e10c
5,2025-02-16 01:19:39,0,
1,2025-02-16 01:19:48,1,3fdef397-d243-5ea1-86b8-114f15f0f41f
5,2025-02-16 01:20:16,0,
1,2025-02-16 01:20:59,1,2b68a0ed-dbe2-54ac-891e-82028c44df89
5,2025-02-16 01:21:13,0,
1,2025-02-16 01:21:44,1,7d042b64-a98d-5be0-a657-98f2be5dcd6d
2,2025-02-16 01:21:54,0,
4,2025-02-16 01:22:18,0,
1,2025-02-16 01:22:31,0,
2,2025-02-16 01:22:56,0,
1,2025-02-16 01:23:06,0,
3,2025-02-16 01:23:10,0,
4,2025-02-16 01:23:40,0,
1,2025-02-16 01:23:56,0,
5,2025-02-16 01:24:10,0,
5,2025-02-16 01:24:16,0,
1,2025-02-16 01:24:16,0,
5,2025-02-16 01:24:54,1,57440d44-ffd0-504f-a10a-25f7da356864
5,2025-02-16 01:25:38,0,
5,2025-02-16 01:25:41,0,
2,2025-02-16 01:26:42,0,
3,2025-02-16 01:26:53,0,
5,2025-02-16 01:27:06,0,
2,2025-02-16 01:27:08,1,4e8ac0a3-2504-5a94-bf69-a064d62048d7
1,2025-02-16 01:27:11,0,
2,2025-02-16 01:27:26,1,ad006e0e-083b-5c55-9808-c41888cc4c01
3,2025-02-16 01:27:32,1,a0fdd2b1-b00f-56cb-8142-709c458d9891
2,2025-02-16 01:27:41,0,
2,2025-02-16 01:27:45,0,
3,2025-02-16 01:27:54,1,107bff0a-8af9-5d24-ad3b-d86f981e4678
2,2025-02-16 01:28:21,1,9596a402-f336-54e2-afc2-91fe6ad6c912
5,2025-02-16 01:28:57,1,9176d4ae-3fb8-59de-9570-16143ee7b9d7
3,2025-02-16 01:29:00,0,
5,2025-02-16 01:29:31,0,
1,2025-02-16 01:29:49,1,e2ec7944-20bb-5178-99b8-23b3c5c074db
2,2025-02-16 01:30:17,1,4f24ac2f-697a-5f8d-aeb0-017643b36e08
1,2025-02-16 01:30:18,0,
2,2025-02-16 01:30:27,1,c5d27e37-6e48-54c9-adc9-4f334ab74fd2
5,2025-02-16 01:30:57,0,
1,2025-02-16 01:31:12,1,39b5baca-3ada-52a2-a81a-d77f9f7e850d
2,2025-02-16 01:31:23,0,
5,2025-02-16 01:31:25,0,
5,2025-02-16 01:32:03,0,
3,2025-02-16 01:32:16,0,
4,2025-02-16 01:32:43,0,
4,2025-02-16 01:32:58,0,
5,2025-02-16 01:33:16,0,
3,2025-02-16 01:33:48,0,
1,2025-02-16 01:34:20,1,a913b34b-4b20-5e4d-b1ab-085b9506e0f5
3,2025-02-16 01:34:39,0,
2,2025-02-16 01:36:17,0,
5,2025-02-16 01:36:33,1,6f3b2695-c39c-54d4-9b42-e31881d63c97
4,2025-02-16 01:37:22,0,
4,2025-02-16 01:37:30,1,aa427951-26db-5830-927d-e3865136b0a2
5,2025-02-16 01:37:42,0,
1,2025-02-16 01:37:56,0,
1,2025-02-16 01:38:02,1,7b1b6753-b622-5eb2-b5a4-f6ca205a2c6b
2,2025-02-16 01:38:18,0,
2,2025-02-16 01:38:24,0,
4,2025-02-16 01:38:36,1,546a351c-9de7-58d5-bb87-09673dbc41a1
1,2025-02-16 01:39:12,0,
1,2025-02-16 01:39:36,0,
3,2025-02-16 01:39:42,0,
5,2025-02-16 01:39:45,1,7078a371-da02-550d-a9ec-cfdc313c7223
4,2025-02-16 01:39:53,0,
5,2025-02-16 01:39:54,0,
2,2025-02-16 01:40:15,0,
3,2025-02-16 01:40:35,1,5e0c1040-3eb1-555c-b4ca-add0d20b76bc
4,2025-02-16 01:40:41,0,
5,2025-02-16 01:40:44,0,
1,2025-02-16 01:40:47,0,
1,2025-02-16 01:40:54,0,
2,2025-02-16 01:41:24,0,
1,2025-02-16 01:41:34,0,
3,2025-02-16 01:41:35,1,3b2f1505-be43-5d39-a2a2-afc9f8d688a6
5,2025-02-16 01:42:07,0,
2,2025-02-16 01:42:08,0,
1,2025-02-16 01:42:19,1,a23ef606-6698-5aff-924e-7b9cba5666af
5,2025-02-16 01:43:12,1,0c7a1fe1-0794-5f16-84ba-94ccb43aa6cc
5,2025-02-16 01:43:21,0,
2,2025-02-16 01:43:24,0,
5,2025-02-16 01:43:27,0,
4,2025-02-16 01:44:26,0,
3,2025-02-16 01:44:48,0,
2,2025-02-16 01:45:26,0,
4,2025-02-16 01:45:27,0,
2,2025-02-16 01:45:53,0,
4,2025-02-16 01:45:56,1,00990c72-070f-5f0e-bf0a-ffb7b69bdb5e
3,2025-02-16 01:46:10,0,
1,2025-02-16 01:46:14,1,7d2e5922-bf1e-5c54-ad24-909bad73ca63
1,2025-02-16 01:46:21,0,
2,2025-02-16 01:46:35,0,
5,2025-02-16 01:46:36,0,
1,2025-02-16 01:46:38,0,
1,2025-02-16 01:47:01,0,
3,2025-02-16 01:47:02,0,
5,2025-02-16 01:47:25,0,
5,2025-02-16 01:47:32,1,1494ddfa-2542-5eb2-9917-7fba71d544f3
5,2025-02-16 01:48:09,1,cc0e7533-c131-5a9a-a51a-d91fea89e2e6
4,2025-02-16 01:48:21,0,
2,2025-02-16 01:48:29,0,
4,2025-02-16 01:48:32,1,6a591a2a-5fd9-5d9e-9c22-b64320b09d8a
2,2025-02-16 01:48:37,0,
4,2025-02-16 01:48:43,1,f8904aea-9eaa-5621-8538-3b98cd2120aa
1,2025-02-16 01:48:50,0,
4,2025-02-16 01:48:50,0,
5,2025-02-16 01:49:02,0,
5,2025-02-16 01:49:51,0,
4,2025-02-16 01:50:13,0,
4,2025-02-16 01:50:28,0,
5,2025-02-16 01:50:34,0,
2,2025-02-16 01:50:47,0,
4,2025-02-16 01:51:15,1,9738e7aa-f1bb-57c0-b540-dcff4ec25012
2,2025-02-16 01:51:42,0,
2,2025-02-16 01:52:07,0,
2,2025-02-16 01:52:28,0,
3,2025-02-16 01:52:54,0,
3,2025-02-16 01:53:10,1,e655f850-b5ab-53d0-988f-3a7af6f79455
3,2025-02-16 01:53:17,0,
2,2025-02-16 01:53:29,1,ecfe2c30-8e61-532b-b889-f4f09749d3e0
1,2025-02-16 01:53:37,0,
2,2025-02-16 01:53:45,0,
2,2025-02-16 01:54:09,0,
4,2025-02-16 01:54:09,0,
1,2025-02-16 01:54:10,0,
2,2025-02-16 01:54:12,0,
1,2025-02-16 01:54:53,0,
5,2025-02-16 01:55:17,0,
2,2025-02-16 01:55:25,0,
3,2025-02-16 01:56:40,1,3e725f25-a12a-54f4-bf0a-5262a563031c
2,2025-02-16 01:56:46,0,
3,2025-02-16 01:57:14,0,
1,2025-02-16 01:57:14,1,0416c146-3ed3-5666-b7ec-71bff2a564ac
5,2025-02-16 01:57:20,1,c6599354-cfcf-581e-a736-74811c8fbda4
2,2025-02-16 01:57:22,0,
5,2025-02-16 01:57:48,0,
1,2025-02-16 01:57:55,0,
5,2025-02-16 01:58:09,0,
1,2025-02-16 01:58:35,0,
4,2025-02-16 01:58:49,0,
4,2025-02-16 01:58:54,0,
4,2025-02-16 01:59:01,0,
4,2025-02-16 01:59:25,1,3b9131da-81e5-5d7c-8eab-cf22b840348f
4,2025-02-16 02:00:03,1,50439b48-0dd7-51d0-8f11-a7d2584182bb
2,2025-02-16 02:00:09,1,05bcba56-5ba7-5ba0-a2f3-636d9b8b7433
1,2025-02-16 02:00:37,1,51ecff9d-95e5-5c80-9077-2a7032e8a4fc
3,2025-02-16 02:00:51,1,537cc296-ccc9-5f1d-bc3b-ed8a218c471c
1,2025-02-16 02:00:59,1,832c8552-ffd7-53f1-8374-66d33d0632c8
2,2025-02-16 02:01:06,0,
2,2025-02-16 02:01:07,0,
3,2025-02-16 02:01:29,1,e243c33c-d6eb-57cc-90ee-006bc79dfd7a
3,2025-02-16 02:02:25,0,
5,2025-02-16 02:02:30,0,
1,2025-02-16 02:03:00,0,
5,2025-02-16 02:03:35,0,
2,2025-02-16 02:03:36,0,
2,2025-02-16 02:03:43,0,
5,2025-02-16 02:03:44,0,
1,2025-02-16 02:03:48,0,
1,2025-02-16 02:05:20,0,
1,2025-02-16 02:06:05,0,
1,2025-02-16 02:06:41,1,90dac867-f49f-5efb-a2f1-7b65e8f6a138
4,2025-02-16 02:06:59,0,
5,2025-02-16 02:07:20,1,506983cb-7dbe-57da-8b9d-c4d5c08cb381
3,2025-02-16 02:07:49,0,
5,2025-02-16 02:07:50,1,b62611af-3f32-5002-a7d4-28a463b13198
2,2025-02-16 02:08:47,1,0ea848f0-fb61-538a-a75c-c9392e15ad28
4,2025-02-16 02:09:08,0,
2,2025-02-16 02:09:43,0,
1,2025-02-16 02:10:15,0,
1,2025-02-16 02:11:29,0,
4,2025-02-16 02:11:45,1,58373316-1cf6-5e37-af73-d4a2499052de
2,2025-02-16 02:11:49,1,89b775d5-e0e9-5e9c-afb8-c2211e8e95f1
3,2025-02-16 02:11:50,1,2b4f1970-766e-52c9-bdc2-e531506c8e13
5,2025-02-16 02:12:13,0,
4,2025-02-16 02:12:15,0,
1,2025-02-16 02:12:28,1,e119854b-24ab-521e-a5b4-596310590c6f
5,2025-02-16 02:12:33,1,5b3b91e9-b1cc-5459-aa13-3cf5a5b9405c
1,2025-02-16 02:12:42,1,a8d3bca5-fe6a-5865-9d9b-78143eb3c2bd
5,2025-02-16 02:12:45,1,5d54041e-5a06-5881-9019-089476032fbd
2,2025-02-16 02:13:08,0,
2,2025-02-16 02:13:10,1,3739ffca-6b30-5076-b190-e3acbe40a80d
3,2025-02-16 02:13:30,1,b33d7536-45f9-5ac0-9362-590fee39614a
2,2025-02-16 02:13:48,1,25bd23d0-d782-5db3-82ae-cfde7099ba54
1,2025-02-16 02:14:57,1,f5d485e4-be6a-578e-bbf6-35a1be21ac67
1,2025-02-16 02:15:16,0,
5,2025-02-16 02:15:24,0,
5,2025-02-16 02:15:35,0,
3,2025-02-16 02:15:49,0,
3,2025-02-16 02:17:50,1,88097163-41ae-568d-a0a1-693ccb4537b8
1,2025-02-16 02:17:50,0,
4,2025-02-16 02:18:25,0,
3,2025-02-16 02:18:57,1,ec7cd6d5-6b9c-5505-850b-e6097ab66377
5,2025-02-16 02:19:01,1,90fc7bf5-b32e-528e-879a-b133bc43601c
2,2025-02-16 02:19:06,1,4be7b4ec-87d9-5652-b18d-f2e2b6e92686
5,2025-02-16 02:19:24,1,3d0ebb06-cc5a-5aab-a180-fd01e797c3ae
3,2025-02-16 02:19:38,1,c59eaeda-68c6-5a6a-b886-2accfb707005
1,2025-02-16 02:20:05,0,
2,2025-02-16 02:21:04,1,397d22ba-398b-5731-b243-35f95fcc6307
3,2025-02-16 02:21:20,0,
3,2025-02-16 02:21:33,0,
3,2025-02-16 02:21:57,0,
4,2025-02-16 02:22:08,1,b344c252-9b42-55af-8f03-9c4a1ad16cc9
4,2025-02-16 02:22:21,1,eb348046-a398-58b1-8345-a976ea29ace0
2,2025-02-16 02:22:32,0,
1,2025-02-16 02:22:33,0,
3,2025-02-16 02:23:02,0,
1,2025-02-16 02:23:13,0,
2,2025-02-16 02:23:15,0,
3,2025-02-16 02:23:30,0,
2,2025-02-16 02:25:37,1,04b619a0-af98-5c10-b0b2-4ce8c8a7bf10
3,2025-02-16 02:26:01,0,
4,2025-02-16 02:26:20,0,
4,2025-02-16 02:26:39,0,
2,2025-02-16 02:26:40,1,0cd804af-611e-522b-bb58-a5340236440a
4,2025-02-16 02:26:44,1,138f6f96-ba1e-544f-8710-49e1b8da5723
2,2025-02-16 02:26:59,1,3f86d691-3a44-5620-9773-9e33252c2c00
5,2025-02-16 02:27:21,0,
2,2025-02-16 02:27:25,1,4881f07f-c6a0-5ec7-9175-2df740334d3b
4,2025-02-16 02:27:38,0,
2,2025-02-16 02:28:21,0,
4,2025-02-16 02:28:43,0,
3,2025-02-16 02:28:43,0,
4,2025-02-16 02:28:57,0,
2,2025-02-16 02:29:05,0,
4,2025-02-16 02:29:35,0,
4,2025-02-16 02:29:51,1,dea0c417-2dba-5c25-b897-09ae721c171e
4,2025-02-16 02:30:33,1,fe03b931-23c7-5b42-9363-abed1cf05f79
5,2025-02-16 02:31:01,1,4688aaf0-f1ce-5de8-8464-170a8540d0bb
3,2025-02-16 02:31:02,0,
1,2025-02-16 02:31:06,0,
5,2025-02-16 02:31:09,0,
5,2025-02-16 02:32:47,0,
4,2025-02-16 02:33:15,0,
4,2025-02-16 02:33:37,1,c2796330-478e-53a7-a20d-0371be73abb7
1,2025-02-16 02:33:39,0,
2,2025-02-16 02:34:26,1,9c7fc219-6dc8-5018-8ee2-d33622241fc0
2,2025-02-16 02:34:31,0,
3,2025-02-16 02:34:47,1,b77f9104-0565-5944-856d-7c5401c5eed7
2,2025-02-16 02:34:47,0,
5,2025-02-16 02:34:50,1,d8543cf6-b605-520f-9cbb-825d3c57d3c7
4,2025-02-16 02:35:59,0,
5,2025-02-16 02:36:04,0,
4,2025-02-16 02:36:09,1,36a329d2-8b35-5bfc-9e50-e55ca26fb745
1,2025-02-16 02:36:46,0,
2,2025-02-16 02:36:48,1,8362b410-d6f7-5031-b1f2-d8cc5416ee36
5,2025-02-16 02:37:44,0,
4,2025-02-16 02:38:14,0,
2,2025-02-16 02:38:16,0,
1,2025-02-16 02:38:41,1,f625357a-93c9-5573-a289-8d7ea295bfc1
1,2025-02-16 02:38:44,0,
3,2025-02-16 02:39:42,1,3b72a8c1-254a-5cff-b159-0a924e9d9f67
3,2025-02-16 02:40:31,0,
3,2025-02-16 02:40:42,0,
5,2025-02-16 02:41:37,0,
4,2025-02-16 02:42:32,0,
2,2025-02-16 02:42:45,0,
5,2025-02-16 02:42:47,1,1192cc53-8895-5701-a0b4-3247f43a24ba
2,2025-02-16 02:43:07,0,
3,2025-02-16 02:43:12,1,164252f9-6436-569d-a005-e973a607ef08
5,2025-02-16 02:43:32,0,
4,2025-02-16 02:43:37,1,3f42220a-c930-55f6-a60e-a2e297c1a5b2
5,2025-02-16 02:43:37,0,
1,2025-02-16 02:43:39,1,3abdc43a-5761-54d5-9169-dc0900384691
4,2025-02-16 02:43:41,1,6691b81f-3a1c-55e4-b1dc-1a4e20760139
3,2025-02-16 02:43:54,1,7afd19af-c238-57b0-8c95-d758d2631cb2
5,2025-02-16 02:44:06,0,
2,2025-02-16 02:44:36,0,
2,2025-02-16 02:44:54,1,f027b2f5-7dd3-5b35-986e-4c6fe2121832
1,2025-02-16 02:44:58,1,3c1b07b6-d74a-59d0-bfae-7606e0d293d8
3,2025-02-16 02:45:05,1,d107d142-423a-5e04-aa82-e824775338b9
3,2025-02-16 02:45:10,1,8b27a81c-36e8-59c2-942b-68ec3b0af097
3,2025-02-16 02:45:23,1,09c9a76b-83f3-53f1-bb66-9795d4488c26
4,2025-02-16 02:46:00,0,
1,2025-02-16 02:46:04,1,4a38fd61-56bf-526b-a8f9-fadaf61e309b
4,2025-02-16 02:46:49,0,
3,2025-02-16 02:46:59,1,ef8985c3-2313-56ee-9e86-ef724eef2165
4,2025-02-16 02:47:17,0,
